,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227
34,16135.11,12970.7,7717.489999999998,4460.47,8751.11,3761.13,2316.5,13942.52,10570.35,428.19,2674.64,12017.59,7330.92,9287.51,2769.64,11015.76,9844.830000000002,8895.239999999998,3115.42,11709.35,2588.37,6914.46,4772.32,5944.26,3880.3,3753.23,5657.79,11446.95,6706.59,2587.45,1699.6,720.43,1755.63,2215.89,0.0,3558.06,4546.77,1269.68,12212.14,1269.68,11456.12,3753.23,11942.35,11709.35,10100.59,9844.830000000002,1755.63,3899.47,4088.81,10036.48,5942.55,17663.78,16166.74,20731.52,5933.2,23282.63,20270.54,7379.609999999999,9920.62,16182.29,16166.74,14850.52,20887.16,2921.46,15794.78,10031.3,5777.38,3368.73,10971.28,3704.47,20270.54,22852.84,16883.5,23745.09,6771.06,7020.59,7176.29,10640.3,7366.47,7963.46,6930.84,9027.05,7802.83,7665.609999999999,12768.67,11214.35,18249.44,8760.08,7946.37,17616.6,7189.63,6904.02,15223.11,7063.13,16784.83,9687.0,11704.57,7020.59,8985.87,9027.05,8218.26,6930.84,7212.22,9658.28,7098.35,9671.05,7366.47,8050.17,20766.94,19760.28,32670.92,36304.74,24284.77,36124.88,22912.44,16603.0,26144.14,27726.83,23087.68,30172.16,18333.57,29294.54,29120.55,16116.74,21594.56,28048.14,20982.6,13206.6,11099.37,14680.24,12054.34,12697.74,13561.55,12501.29,10999.42,13567.56,12041.6,11494.36,11065.94,12521.1,12210.55,7154.99,8160.689999999999,6692.88,13214.18,8414.1,8225.7,11507.76,7217.59,24565.69,15086.97,15323.14,15397.03,18391.4,15323.14,20498.72,27093.38,15059.4,22805.29,30571.01,15237.91,33744.94,23154.59,21536.0,19526.95,15244.71,16391.76,24604.86,15322.33,16590.59,17974.74,22225.11,16557.04,25000.09,23814.37,21645.25,28445.13,23964.77,16962.77,25789.29,31559.21,15059.4,15220.37,25798.43,15074.72,24880.48,22653.76,23832.19,24614.42,14941.82,30954.49,32405.09,28445.13,24900.46,15448.98,20244.44,15056.59,18735.59,31544.93,31532.17,17956.65,14931.46,15144.92,24481.95,17955.02,24481.95,21006.9,17993.17,18860.35,30567.53,15192.85,34211.18,24323.09,31559.21,17407.85,16517.14,19129.43,16537.85,17513.46,16782.38,17291.24,17687.36,16738.16,18668.81,17037.36,19187.4,21416.28,17037.36
35,15225.48,12133.23,6507.48,3683.51,7468.609999999999,6246.35,5076.04,13166.6,9348.1,3158.59,2802.07,10956.17,6154.51,11068.98,2835.68,9858.49,6292.4,5343.79,6630.56,8199.44,972.75,3356.75,8244.43,2390.25,7376.229999999999,7252.7,9106.73,7929.27,3149.48,971.8,1858.48,2837.62,1803.13,5756.85,3558.06,0.0,989.27,4826.37,8717.0,4826.37,7937.37,7252.7,15147.76,8199.44,6552.39,6292.4,1803.13,7397.46,7580.729999999999,13324.99,2389.59,19658.75,18182.68,22752.95,9006.62,25173.66,22291.48,10281.76,12245.82,18197.76,18182.68,16912.64,22903.17,6474.76,17826.78,12323.26,8861.53,6860.55,13096.19,7140.52,22291.48,24740.93,18879.53,25657.0,10206.47,10014.54,10077.95,13931.01,10166.11,10664.01,10020.47,12473.4,10518.34,11209.98,15916.73,14491.1,21079.48,12228.5,10642.83,20475.74,10743.21,9993.1,18201.04,10044.33,19688.28,13056.85,14952.18,10014.54,11560.01,12473.4,11722.64,10020.47,10765.68,12133.23,10643.23,12149.76,10166.11,11570.5,20681.11,19542.74,33453.23,37327.85,24552.65,37132.49,23034.04,16361.6,26558.75,28207.8,23227.08,30870.16,18112.25,29951.33,29746.92,15715.24,21591.74,28538.95,20925.72,11881.31,7823.79,13914.1,10032.39,9196.54,12403.74,10675.43,7806.83,10286.88,10024.39,8100.81,7816.52,10692.15,8656.139999999998,7835.569999999999,11072.08,8159.89,11526.24,11357.66,11145.81,10297.42,9469.86,26861.53,18541.31,18851.93,18938.64,21455.72,18851.93,23384.99,28404.06,18576.39,25402.12,31549.53,18639.46,34487.84,25676.02,24330.9,22457.82,18746.87,19844.08,26240.45,18859.47,20029.48,21199.18,24967.19,20000.02,26451.21,26245.72,24434.33,29627.03,26376.52,20378.35,27160.89,32459.27,18576.39,18776.69,27172.56,18595.8,26356.67,25305.2,26265.1,26246.02,18499.64,31900.82,33240.07,29627.03,26377.89,18997.74,23141.52,18580.58,21716.92,32443.02,32434.38,21254.83,18486.35,18616.87,26608.91,21227.45,26608.91,23850.19,21217.74,21826.4,31549.33,18682.49,34921.19,26272.82,32459.27,18366.83,18622.06,19323.51,18100.07,20208.49,18148.58,18319.75,18456.65,18146.73,21691.69,18233.59,22293.93,24734.27,18233.59
36,15073.98,12039.26,6447.38,4004.46,7344.02,7118.53,6006.96,13076.83,9187.84,4147.84,3519.15,10813.4,6123.72,11736.18,3532.2,9707.26,5310.01,4362.77,7617.83,7241.04,1961.81,2369.84,9226.4,1411.76,8361.389999999998,8238.28,10085.08,6967.03,2163.92,1961.07,2847.36,3826.38,2792.29,6745.9,4546.77,989.27,0.0,5815.41,7765.51,5815.41,6974.53,8238.28,16078.29,7241.04,5573.02,5310.01,2792.29,8382.8,8565.35,14273.25,1412.9,20259.87,18795.24,23350.22,9904.32,25730.83,22890.0,11138.74,12967.05,18810.12,18795.24,17542.6,23498.62,7461.77,18444.92,13036.47,9762.1,7836.939999999999,13765.37,8107.77,22890.0,25298.46,19484.09,26218.36,11181.9,10922.17,10969.78,14855.41,11039.88,11516.83,10943.7,13433.89,11374.86,12193.69,16805.44,15411.48,21882.71,13194.07,11495.06,21287.22,11732.48,10916.35,19045.55,10949.7,20512.02,13999.95,15865.24,10922.17,12383.22,13433.89,12696.58,10943.7,11754.95,12933.29,11632.03,12950.47,11039.88,12548.19,20727.06,19558.19,33696.22,37629.66,24679.22,37430.37,23126.36,16392.82,26718.63,28380.9,23323.51,31095.7,18135.79,30167.83,29955.64,15706.73,21656.16,28713.82,20978.46,11642.2,6943.46,13818.32,9594.42,8241.28,12209.15,10293.31,6960.79,9429.4,9588.17,7171.11,6947.01,10308.75,7667.0,8257.28,11926.08,8754.069999999998,11176.89,12216.68,12001.18,10120.61,10204.73,27519.41,19515.39,19830.1,19920.6,22315.83,19830.1,24198.37,28800.64,19561.07,26139.5,31849.71,19603.87,34718.1,26393.78,25120.01,23283.62,19729.15,20801.66,26728.35,19840.07,20983.55,22099.01,25742.04,20955.15,26890.05,26939.49,25221.82,29986.26,27065.04,21326.35,27576.8,32736.28,19561.07,19763.9,27589.11,19581.1,26802.37,26056.59,26959.23,26732.86,19488.55,32191.53,33497.82,29986.26,26823.86,19982.0,23957.94,19566.33,22556.26,32719.53,32712.02,22172.89,19475.63,19594.05,27223.74,22139.13,27223.74,24652.15,22117.58,22661.82,31850.4,19662.7,35141.66,26842.51,32736.28,18709.42,19254.65,19454.68,18599.68,20980.53,18598.04,18680.83,18748.6,18607.02,22541.3,18638.8,23163.48,25655.21,18638.8
37,16693.12,13545.76,8526.33,5363.04,9545.77,3308.46,1984.64,14483.95,11303.98,1672.38,3648.7,12676.86,8145.859999999999,8846.25,3736.12,11721.69,11108.99,10159.21,1877.58,12958.01,3855.35,8181.96,3550.47,7210.21,2649.76,2521.25,4443.74,12698.25,7973.649999999999,3855.04,2968.07,1989.39,3023.28,962.22,1269.68,4826.37,5815.41,0.0,13455.8,0.0,12707.76,2521.25,10816.48,12958.01,11362.93,11108.99,3023.28,2667.11,2859.2,8880.969999999998,7208.18,17136.87,15643.24,20174.03,5046.22,22766.0,19715.79,6557.47,9343.51,15658.84,15643.24,14319.89,20331.07,1670.94,15267.8,9467.84,4888.49,2206.84,10467.28,2598.13,19715.79,22339.37,16362.3,23217.98,5557.93,6051.23,6253.66,9547.69,6493.56,7126.89,5910.25,7846.54,6962.56,6415.38,11742.54,10126.58,17352.51,7565.6,7112.28,16708.88,5919.99,5884.26,14270.01,6099.83,15860.02,8552.389999999998,10630.53,6051.23,8188.85,7846.54,6999.67,5910.25,5942.6,8894.85,5830.71,8905.62,6493.56,6819.71,21010.0,20056.36,32547.3,36082.39,24381.29,35908.73,23068.77,16935.72,26178.7,27730.54,23236.67,30087.41,18642.64,29228.01,29065.81,16508.9,21802.97,28047.0,21214.05,13926.44,12324.85,15208.85,12983.13,13942.92,14226.62,13372.29,12209.07,14746.41,12969.3,12741.06,12286.49,13392.7,13480.08,7392.859999999999,7314.939999999999,6636.89,14038.48,7544.989999999998,7373.64,12219.98,6758.98,23877.8,13849.04,14080.05,14145.17,17384.59,14080.05,19568.21,26789.5,13798.84,21995.58,30380.81,14020.49,33632.87,22376.18,20643.41,18579.06,13989.11,15193.17,24184.6,14073.63,15399.2,16891.56,21353.85,15363.45,24650.5,23072.11,20754.93,28185.44,23230.29,15783.59,25467.18,31395.22,13798.84,13956.14,25475.3,13812.84,24521.65,21820.86,23089.21,24195.69,13673.32,30775.1,32262.75,28185.44,24541.05,14191.73,19309.78,13793.8,17766.82,31381.7,31367.45,16836.79,13661.82,13900.29,23864.21,16848.08,23864.21,20094.27,16909.89,17898.29,30376.1,13941.71,34109.96,23778.27,31395.22,17298.43,15952.55,19286.34,16199.58,16681.62,16520.45,17156.32,17647.02,16459.79,17680.77,16839.93,18158.38,20281.63,16839.93
38,18093.27,15792.86,11503.64,10883.39,11859.29,13845.45,13146.02,16717.17,13066.26,11791.7,11125.34,14473.33,11392.7,16781.91,11113.34,13526.55,2675.15,3514.16,15143.37,562.92,9652.9,5471.37,16639.64,6362.62,15836.89,15722.69,17435.42,861.1699999999998,5655.04,9658.13,10536.33,11501.11,10476.19,14334.1,12212.14,8717.0,7765.51,13455.8,0.0,13455.8,862.38,15722.69,22813.33,562.92,2378.99,2675.15,10476.19,15860.72,16028.74,21217.63,6359.0,27009.08,25616.87,30035.56,17639.43,32202.6,29587.3,18806.66,20277.46,25630.75,25616.87,24455.66,30173.97,15125.69,25295.23,20321.4,17500.85,15562.47,20895.08,15855.0,29587.3,31777.97,26260.99,32703.02,18476.03,17632.2,17562.25,22612.31,17500.54,17804.42,17771.01,21190.13,17696.35,19871.18,24512.89,23164.52,29361.71,20942.66,17779.77,28793.8,19291.94,17744.96,26651.71,17641.69,28057.31,21765.45,23610.12,17632.2,18413.24,21190.13,20424.46,17771.01,19313.54,18768.0,19153.62,18788.57,17500.54,20261.68,24575.69,23282.61,38349.28,42573.72,28853.34,42353.86,27149.82,20427.88,31029.58,32725.63,27364.17,35694.21,21999.74,34732.2,34477.86,19561.26,25572.76,33060.62,24856.13,14561.57,5770.08,17332.59,11598.99,492.71,15321.79,12518.75,6276.0,2727.35,11607.4,4910.11,5937.05,12521.32,2396.97,14814.56,19584.06,15815.83,13436.61,19882.83,19661.39,13709.67,17606.72,34420.7,26681.76,27534.35,27599.83,29951.91,27534.35,31699.19,34418.78,26908.34,33370.18,36874.84,26640.32,39275.61,33547.85,32539.48,30824.76,27026.84,28561.08,32852.85,27529.4,28745.99,29819.39,33110.25,28716.81,32764.19,33994.56,32635.46,35379.77,34097.84,29091.52,33319.48,37609.88,26908.34,27380.01,33334.93,26942.39,32713.25,33339.64,34015.62,32852.05,27054.59,37155.44,38243.28,35379.77,32735.75,27639.87,31468.9,26938.14,30137.83,37590.49,37589.81,29920.23,27000.81,26805.96,33940.05,29878.09,33940.05,32115.47,29837.96,30232.28,36880.67,26923.51,39631.75,33357.88,37609.88,24310.49,26148.42,23880.74,24946.99,28365.26,24717.79,24374.97,24090.16,24776.46,30150.29,24549.02,30820.52,33404.87,24549.02
39,16693.12,13545.76,8526.33,5363.04,9545.77,3308.46,1984.64,14483.95,11303.98,1672.38,3648.7,12676.86,8145.859999999999,8846.25,3736.12,11721.69,11108.99,10159.21,1877.58,12958.01,3855.35,8181.96,3550.47,7210.21,2649.76,2521.25,4443.74,12698.25,7973.649999999999,3855.04,2968.07,1989.39,3023.28,962.22,1269.68,4826.37,5815.41,0.0,13455.8,0.0,12707.76,2521.25,10816.48,12958.01,11362.93,11108.99,3023.28,2667.11,2859.2,8880.969999999998,7208.18,17136.87,15643.24,20174.03,5046.22,22766.0,19715.79,6557.47,9343.51,15658.84,15643.24,14319.89,20331.07,1670.94,15267.8,9467.84,4888.49,2206.84,10467.28,2598.13,19715.79,22339.37,16362.3,23217.98,5557.93,6051.23,6253.66,9547.69,6493.56,7126.89,5910.25,7846.54,6962.56,6415.38,11742.54,10126.58,17352.51,7565.6,7112.28,16708.88,5919.99,5884.26,14270.01,6099.83,15860.02,8552.389999999998,10630.53,6051.23,8188.85,7846.54,6999.67,5910.25,5942.6,8894.85,5830.71,8905.62,6493.56,6819.71,21010.0,20056.36,32547.3,36082.39,24381.29,35908.73,23068.77,16935.72,26178.7,27730.54,23236.67,30087.41,18642.64,29228.01,29065.81,16508.9,21802.97,28047.0,21214.05,13926.44,12324.85,15208.85,12983.13,13942.92,14226.62,13372.29,12209.07,14746.41,12969.3,12741.06,12286.49,13392.7,13480.08,7392.859999999999,7314.939999999999,6636.89,14038.48,7544.989999999998,7373.64,12219.98,6758.98,23877.8,13849.04,14080.05,14145.17,17384.59,14080.05,19568.21,26789.5,13798.84,21995.58,30380.81,14020.49,33632.87,22376.18,20643.41,18579.06,13989.11,15193.17,24184.6,14073.63,15399.2,16891.56,21353.85,15363.45,24650.5,23072.11,20754.93,28185.44,23230.29,15783.59,25467.18,31395.22,13798.84,13956.14,25475.3,13812.84,24521.65,21820.86,23089.21,24195.69,13673.32,30775.1,32262.75,28185.44,24541.05,14191.73,19309.78,13793.8,17766.82,31381.7,31367.45,16836.79,13661.82,13900.29,23864.21,16848.08,23864.21,20094.27,16909.89,17898.29,30376.1,13941.71,34109.96,23778.27,31395.22,17298.43,15952.55,19286.34,16199.58,16681.62,16520.45,17156.32,17647.02,16459.79,17680.77,16839.93,18158.38,20281.63,16839.93
40,17377.09,15020.31,10655.76,10026.94,11028.15,13225.38,12471.8,15956.1,12268.61,11038.88,10297.84,13696.84,10540.0,16376.56,10283.7,12735.23,1814.62,2674.28,14421.17,300.13,8883.87,4653.25,15940.45,5565.43,15125.17,15009.15,16748.52,21.12,4842.44,8888.069999999998,9770.95,10741.39,9711.61,13598.41,11456.12,7937.37,6974.53,12707.76,862.38,12707.76,0.0,15009.15,22231.81,300.13,1518.5,1814.62,9711.61,15148.64,15319.57,20602.13,5563.01,26148.05,24755.01,29175.88,16823.21,31347.66,28727.36,17975.81,19420.96,24768.89,24755.01,23593.31,29314.47,14375.04,24433.15,19464.11,16685.88,14794.32,20034.34,15077.76,28727.36,30922.73,25399.57,31847.89,17800.7,17036.7,16981.44,21803.84,16935.9,17262.68,17160.74,20407.94,17149.88,19121.02,23686.68,22353.56,28509.58,20165.58,17238.24,27943.43,18570.02,17134.41,25809.93,17048.56,27209.79,20968.99,22795.16,17036.7,17906.06,20407.94,19657.35,17160.74,18591.83,18286.21,18439.3,18306.5,16935.9,19500.09,23832.68,22543.62,37578.58,41789.2,28099.65,41570.38,26402.07,19661.49,30271.09,31967.44,26615.8,34924.26,21248.37,33963.26,33711.13,18801.74,24828.07,32302.74,24112.07,13826.76,5112.1,16582.04,10886.59,1287.93,14581.66,11805.18,5602.65,3449.37,10894.17,4310.51,5273.85,11808.61,2052.33,13952.31,18751.31,14956.01,12732.03,19051.08,18828.91,12930.86,16755.25,33558.89,26041.24,26778.12,26852.19,29112.7,26778.12,30847.89,33594.74,26236.17,32509.27,36081.81,26020.97,38511.44,32685.99,31683.9,29976.32,26363.87,27776.19,32008.18,26778.42,27957.58,28995.06,32252.68,27929.43,31928.53,33132.19,31779.62,34566.75,33235.46,28297.5,32489.42,36825.81,26236.17,26650.46,32504.75,26267.63,31876.15,32479.72,33153.25,32007.56,26337.31,36365.97,37467.06,34566.75,31898.63,26898.82,30618.27,26261.39,29292.84,36806.55,36805.49,29105.13,26292.85,26157.85,33080.48,29059.53,33080.48,31262.0,29013.64,29386.29,36087.36,26267.02,38872.01,32502.19,36825.81,23478.45,25286.19,23102.66,24092.35,27508.99,23868.83,23539.54,23268.23,23926.17,29307.96,23706.3,29983.91,32590.45,23706.3
41,18565.91,15471.28,10784.96,7751.89,11777.02,3075.47,2774.44,16354.28,13449.11,4113.86,6112.97,14719.17,10415.75,7737.54,6195.14,13830.34,13477.32,12529.38,643.97,15246.25,6282.13,10583.57,1031.18,9605.05,128.77,0.0,1926.53,14998.25,10372.68,6285.24,5414.33,4454.03,5464.21,1561.58,3753.23,7252.7,8238.28,2521.25,15722.69,2521.25,15009.15,0.0,8365.59,15246.25,13719.75,13477.32,5464.21,146.28,338.06,6402.76,9600.95,17080.15,15619.97,20008.24,4711.02,22664.5,19561.52,6206.74,9397.99,15635.42,15619.97,14308.23,20166.66,1370.25,15244.16,9546.830000000002,4575.71,1902.47,10632.26,2277.0,19561.52,22248.75,16331.06,23089.39,3039.11,3967.74,4264.24,8144.489999999998,4601.44,5276.67,3718.66,6146.77,5113.79,4356.96,10500.81,8721.51,16388.61,5809.14,5268.33,15724.11,3577.81,3695.88,13196.14,4027.24,14840.13,7024.98,9258.79,3967.74,6370.56,6146.77,5136.41,3718.66,3598.83,7117.46,3431.0,7123.75,4601.44,4890.58,22371.18,21510.97,33187.4,36516.2,25469.36,36355.42,24269.39,18476.73,27145.28,28632.24,24423.53,30812.71,20130.01,29991.86,29852.55,18144.7,23100.75,28938.09,22554.56,16031.01,14843.65,17054.25,15322.01,16213.97,16261.26,15651.1,14730.27,16804.24,15307.18,15247.59,14806.48,15672.03,15897.29,9011.330000000002,6828.24,7866.88,16263.22,6973.47,6864.3,14330.78,7250.489999999998,23376.15,11334.33,11947.41,11957.32,16106.79,11947.41,18486.76,27105.43,11323.96,21211.22,30902.24,11499.25,34290.5,21667.15,19655.12,17459.19,11499.42,13271.43,24278.66,11906.8,13506.43,15380.08,20415.92,13461.66,24888.31,22446.29,19771.68,28581.57,22622.11,13937.68,25755.18,31962.72,11323.96,11670.32,25761.16,11343.1,24741.39,20978.78,22461.5,24292.9,11331.92,31315.68,32868.15,28581.57,24759.46,11965.44,18219.41,11328.06,16596.41,31950.76,31933.69,15201.95,11284.09,11391.89,23526.21,15257.57,23526.21,19056.88,15397.89,16745.69,30895.18,11442.75,34786.38,23605.67,31962.72,18084.46,15831.78,20519.45,16558.72,15900.99,17026.93,17896.88,18554.77,16934.78,16455.26,17466.71,16805.26,18569.73,17466.71
42,26429.57,23449.35,19107.02,16117.47,20078.12,9053.67,10073.18,24250.05,21675.37,12227.4,14458.7,22836.56,18745.19,7645.27,14543.71,22021.42,20960.41,20050.55,8991.87,22419.89,14230.14,18269.19,7357.069999999999,17312.02,8239.54,8365.59,6481.1,22217.02,18059.14,14239.84,13449.02,12575.53,13486.53,9891.05,11942.35,15147.76,16078.29,10816.48,22813.33,10816.48,22231.81,8365.59,0.0,22419.89,21158.79,20960.41,13486.53,8228.21,8037.91,1998.73,17302.66,21242.71,20022.73,23614.41,11082.89,26251.29,23236.63,11918.99,14937.06,20036.03,20022.73,18897.26,23763.56,9645.17,19689.47,15102.08,11041.82,9854.42,16151.49,9985.5,23236.63,25893.33,20635.71,26573.05,5430.75,5207.05,5251.46,10466.15,5329.86,5132.43,5138.49,8638.09,5208.93,7199.6,12444.92,10774.57,17987.92,8358.87,5157.59,17354.89,6286.07,5165.75,14996.11,5190.7,16500.61,9525.28,11202.61,5207.05,4903.86,8638.09,7884.13,5138.49,6268.6,4990.01,6090.29,4969.76,5329.86,7639.13,29332.27,28662.33,38287.51,41001.92,31807.61,40879.25,30871.23,25851.03,33175.3,34476.24,30993.6,36184.0,27372.5,35477.91,35396.72,25675.54,29923.73,34749.74,29472.49,24197.72,22952.02,24905.65,23669.76,23299.97,24352.7,23965.59,22893.42,23226.01,23654.52,23246.21,22933.6,23986.79,23482.59,16854.85,12052.5,15394.57,24536.59,11972.57,12030.41,22518.87,13962.62,25743.64,4499.29,9281.85,8903.09,16627.53,9281.85,19394.02,31576.12,5503.28,22850.75,35765.94,4084.66,39407.87,23512.83,20756.74,18362.03,5336.16,11494.64,28300.03,9018.99,11826.29,15092.14,21612.94,11744.51,29256.41,24494.67,20878.33,33202.05,24712.65,12399.35,30212.09,36912.47,5503.28,7939.01,30212.29,5608.21,29069.86,22447.49,24502.67,28321.9,7207.47,36215.69,37889.26,33202.05,29083.54,8621.55,19128.09,5666.29,17440.31,36904.79,36881.06,14409.96,6801.2,4776.58,26378.36,14652.24,26378.36,20052.91,15104.48,17632.08,35753.1,5080.73,39939.43,26932.29,36912.47,24094.6,19967.0,27296.53,21764.01,18167.86,22518.9,23824.71,24784.96,22365.32,17117.44,23184.56,16923.4,16889.02,23184.56
43,17633.57,15294.95,10953.16,10322.56,11320.83,13426.54,12693.38,16227.1,12551.05,11290.77,10580.19,13972.65,10838.61,16499.15,10566.97,13015.7,2112.46,2960.94,14661.55,0.0,9141.84,4930.65,16172.14,5834.11,15361.58,15246.25,16975.6,298.27,5117.48,9146.46,10027.63,10995.98,9967.96,13843.94,11709.35,8199.44,7241.04,12958.01,562.92,12958.01,300.13,15246.25,22419.89,0.0,1816.28,2112.46,9967.96,15385.19,15555.02,20802.69,5831.18,26448.17,25055.08,29475.91,17101.1,31646.85,29027.42,18259.86,19716.66,25068.97,25055.08,23893.13,29614.47,14626.51,24733.18,19760.22,16963.25,15052.72,20332.45,15339.79,29027.42,31221.98,25699.69,32147.13,18023.49,17229.36,17168.61,22078.69,17117.06,17435.41,17358.94,20672.21,17324.34,19372.65,23968.87,22629.43,28803.15,20427.82,17410.89,28236.17,18810.68,17332.71,26098.79,17240.34,27501.22,21238.97,23072.68,17229.36,18066.16,20672.21,19915.63,17358.94,18832.41,18437.07,18677.03,18457.46,17117.06,19756.2,24098.25,22807.84,37853.26,42068.24,28368.77,41849.09,26669.25,19934.4,30541.8,32238.08,26883.18,35198.67,21516.53,34237.34,33984.51,19072.41,25094.21,32573.29,24377.98,14089.02,5344.81,16849.68,11140.96,1004.02,14845.74,12060.12,5841.29,3182.12,11148.83,4521.08,5508.58,12063.27,2154.36,14252.25,19036.18,15253.53,12984.13,19335.53,19113.67,13207.35,17048.45,33858.98,26251.56,27032.42,27103.17,29400.45,27032.42,31141.08,33885.68,26458.37,32807.5,36363.43,26223.39,38784.07,32984.94,31979.16,30268.18,26582.62,28041.73,32304.89,27030.68,28224.51,29276.52,32548.96,28195.95,32222.79,33431.79,32075.01,34854.44,33535.17,28566.66,32782.1,37104.66,26458.37,26894.46,32797.46,26490.81,32170.82,32777.32,33452.85,32304.22,26576.61,36646.49,37743.47,34854.44,32193.3,27147.25,30911.14,26485.32,29583.14,37085.36,37084.42,29382.79,26528.6,26371.01,33380.49,29338.61,33380.49,31556.22,29295.1,29677.03,36369.07,26483.33,39143.24,32801.54,37104.66,23771.63,25586.14,23379.41,24391.47,27804.59,24166.61,23833.69,23558.46,24224.28,29597.08,24002.46,30270.55,32867.87,24002.46
44,16231.72,13753.67,9202.96,8509.83,9623.74,12111.78,11262.16,14713.81,10948.76,9690.55,8819.88,12424.41,9071.71,15637.14,8802.319999999998,11429.68,296.18,1211.35,13117.89,1816.28,7514.29,3213.64,14674.18,4162.7,13838.71,13719.75,15502.09,1518.36,3413.34,7516.52,8404.26,9381.46,8346.649999999998,12273.25,10100.59,6552.39,5573.02,11362.93,2378.99,11362.93,1518.5,13719.75,21158.79,1816.28,0.0,296.18,8346.649999999998,13861.48,14037.16,19472.83,4162.93,24645.26,23247.76,27678.64,15358.09,29866.18,27229.13,16488.58,17903.56,23261.7,23247.76,22081.61,27817.91,13021.72,22924.44,17946.27,15222.77,13409.95,18516.17,13677.5,27229.13,29440.37,23894.87,30365.83,16572.28,15952.05,15923.3,20348.45,15906.94,16273.62,16049.3,18994.51,16152.75,17761.55,22204.75,20894.23,26995.44,18760.61,16249.66,26430.96,17259.26,16022.55,24307.13,15968.12,25700.28,19532.53,21329.71,15952.05,16976.58,18994.51,18269.12,16049.3,17281.4,17400.79,17141.83,17420.48,15906.94,18121.13,22617.73,21338.98,36294.91,40474.36,26857.63,40257.84,25174.26,18400.28,29017.25,30713.23,25386.48,33643.25,20018.4,32684.86,32437.63,17557.33,23608.39,31049.0,22894.51,12650.92,4249.69,15362.23,9777.84,2798.24,13391.01,10687.66,4679.08,4786.86,9783.47,3649.36,4390.22,10693.05,2373.73,12442.51,17261.24,13437.53,11629.68,17562.34,17339.19,11655.2,15242.13,32051.77,24860.31,25403.0,25490.96,27612.84,25403.0,29334.47,32192.77,25001.14,30991.22,34749.92,24876.39,37241.43,31169.31,30166.98,28465.77,25144.33,26355.11,30555.42,25411.79,26530.95,27514.97,30734.64,26504.42,30498.78,31618.46,30262.53,33190.27,31722.56,26862.14,31073.29,35513.39,25001.14,25319.0,31088.33,25028.17,30442.83,30961.25,31639.49,30555.27,25026.4,35041.86,36171.53,33190.27,30465.24,25548.32,29105.5,25018.56,27786.06,35494.43,35492.53,27638.13,24997.49,24963.83,31583.46,27587.57,31583.46,29746.66,27533.54,27878.39,34754.87,25058.59,37611.31,31018.34,35513.39,22060.08,23776.11,21811.19,22612.57,25991.67,22405.82,22112.59,21874.85,22459.35,27804.28,22260.36,28487.27,31123.91,22260.36
